timestamp,gx,gy,gz,magnitude
19041.5981542,-661.792566025432,2027.2301923703947,1174.4856211281383,2434.5529625665126
19041.63786,23.542028040430388,7.847342680143463,-10.463123573524618,26.931112608112915
19041.6822592,-162.17841538963157,2218.182197587219,1883.3622432344312,2914.393151129783
19041.6993025,-61.03488751222693,2026.3582654059342,1761.2924682099772,2685.517498704071
19041.7106709,-44.46827518747962,1803.1449625040757,1572.0843169220736,2392.6467108234588
19041.7278089,-134.27675252689926,1605.2175415715683,1322.7132050864036,2084.304158453892
19041.7393104,-233.67642647538312,1352.3587218780567,1061.1351157482882,1734.7871681575493
19041.7560825,-163.05034235409195,1019.2826214541898,953.0161721552006,1404.9065096758798
19041.7731158,61.03488751222693,612.9646560156505,1001.8440821649821,1176.0707852791047
19041.7848111,419.39686990544504,251.9868927290512,1087.2929246820997,1192.3074404940537
19041.8017521,727.1870883599609,-109.86279752200848,966.9670035865666,1214.8646351680432
19041.8185057,860.5919139223997,-530.131594391914,587.6787740462993,1169.198140242146
19041.829636,801.3008803390936,-1005.3317900228236,51.443690903162704,1286.6318673950375
19041.8464983,691.4380828170852,-1311.3781545484187,-579.8314313661558,1591.855450534598
19041.8632629,585.0629931529181,-1552.9019237039452,-1108.219171829149,1995.4831052680324
19041.8746943,800.4289533746332,-1911.2639060971635,-1336.6640365177698,2465.823792299477
19041.891324,1392.4673622432344,-2505.0461688946853,-1343.6394522334529,3165.373380946517
19041.9084237,1827.5589175089665,-3224.3859145745027,-1501.4582328007825,3998.8764606972104
19041.9196147,1585.1632213889795,-3980.346592761656,-2071.698467557874,4758.9742568578
19041.9361295,939.9372676882948,-4456.4187153570265,-3092.724942940985,5505.2790489186855
19041.9529776,451.6581675904793,-4630.804108249104,-3875.7153570264104,6055.535592994092
19041.9642191,162.17841538963157,-4581.104271274861,-3948.957222041083,6050.37860998975
19041.9809476,-175.25731985653735,-4706.661754157157,-3846.9417671992173,6081.310792619537
19041.9977786,-750.7291164003913,-4981.318747962178,-4094.569025105967,6491.735220753233
19042.0090649,-964.3512226931855,-4827.8596022171505,-4196.584479947832,6469.120722074152
19042.0258408,-1334.0482556243887,-4159.963547440496,-3609.777632865993,5667.05179287324
19042.0425523,-1148.3278121943267,-3447.5992174763614,-2234.748809911966,4265.993362864689
19042.0592478,-896.3409194652755,-3247.9279426149333,-920.7548744701663,3492.8859848536854
19042.0704289,-763.808020867297,-3291.5242908379523,-136.89253342028042,3381.756114154852
19042.087304,-954.7600260841214,-3294.1400717313336,170.02575806977504,3433.924034978274
19042.0986642,-1314.8658624062602,-3438.008020867297,284.24819041408546,3691.8245382768273
19042.1157633,-1826.686990544506,-3429.2887512226935,722.8274535376589,3952.1242678178505
19042.1330949,-2309.7345288555593,-2954.9604825562437,1657.5331594391914,4100.4976797819445
19042.1440065,-2491.96726442778,-2564.3372024779915,2895.669448972938,4601.155038977448
19042.1611452,-2478.888359960874,-2304.502967068797,3916.695924356048,5176.49769537722
19042.1783765,-2446.6270622758398,-1872.8991196609065,4598.542810564069,5535.370906712358
19042.189521,-2252.1873492011737,-1453.5022497554614,4985.67838278448,5660.565835895778
19042.206926,-1947.8848386044995,-941.6811216172156,5129.546331920444,5567.159441815369
19042.2242068,-1447.3987610042386,-428.9880665145093,5194.940854254973,5409.843289206799
19042.2353286,-1000.9721552005217,-48.82791000978155,5371.94202804043,5464.621722764517
19042.2528616,-764.6799478317574,238.03606129768505,5592.539550048908,5649.592481582661
19042.2642294,-1003.5879360939028,531.8754483208347,5652.702510596674,5765.685207441146
19042.281905,-1674.0997717639386,684.4626671014021,5469.597848059993,5760.867973489598
19042.293869,-2122.2702314965763,732.4186501467232,5133.9059667427455,5603.343509899785
19042.3111316,-2088.2650798826216,683.5907401369417,4754.617737202478,5237.798886056867
19042.3285687,-1594.7544179980437,588.5507010107597,4415.438148027389,4731.355790937739
19042.3402331,-879.7743071405282,587.6787740462993,4108.519856537333,4242.558730828686
19042.3575913,-290.3516791653081,660.0487120965113,3874.8434300619497,3941.3677838319827
19042.3696029,-1.7438539289207695,652.2013694163678,3608.9057059015327,3667.3655478263618
19042.3869527,-149.97143788718617,591.1664819041408,3172.0702967068796,3230.170151672964
19042.4043112,-525.771959569612,529.2596674274536,2513.7654385392893,2622.130551484749
19042.4160849,-851.8726442777959,404.57411150961855,1782.2187153570264,2016.3508531854002
19042.4331588,-791.7096837300294,258.9623084447343,1087.2929246820997,1369.6976325345252
19042.4614557,68.8822301923704,-281.6324095207043,113.35050537985002,311.30357016677436
19042.4788716,309.5340723834366,-539.7227910009782,-279.01662862732314,681.8814502116314
19042.4900006,205.77476361265082,-716.7239647864362,-618.1962178024128,968.6088264847886
19042.5072501,31.38937072057385,-810.0201499836975,-953.888099119661,1251.806870733647
19042.5247573,-34.00515161395501,-957.3758069775024,-1356.7183567003588,1660.846014996524
19042.536823,53.18754483208347,-1127.4015650472775,-1925.2147375285294,2231.6619343873213
19042.5531935,211.0063253994131,-1396.8269970655365,-2571.3126181936746,2933.8196791165774
19042.5643349,483.04753831105313,-1692.4102380176068,-3114.5231170524944,3577.407103569507
19042.5813452,714.1081838930551,-1987.121552005217,-3573.1567003586565,4150.427853374231
19042.5980757,819.6113465927617,-2250.443495272253,-3983.8343006194978,4648.353947331167
19042.6098433,640.8663188783828,-2280.089012063906,-4391.896119986958,4989.816336335816
19042.6263911,298.19902184545157,-1930.4462993152918,-4840.066579719596,5219.36682628154
19042.6434978,243.26762308444734,-1318.3535702641018,-5255.103814802739,5423.407727344826
19042.6551019,560.6490381480274,-559.7771111835671,-5448.671600912944,5505.969485274737
19042.6724638,986.1493968046951,144.73987610042386,-5362.350831431366,5454.195330560182
19042.6844788,1266.9098793609392,864.9515487447017,-5238.537202477992,5458.523046195202
19042.7019064,873.6708183893055,1711.5926312357353,-5328.345679817411,5664.284395917491
19042.7192635,-202.28705575480927,2615.7808933811543,-5270.798500163026,5887.660534068235
19042.7304706,-1011.4352787740463,3240.95252689925,-4334.348940332573,5505.756563936102
19042.7484341,-788.2219758721878,3525.2007173133356,-2916.595696119987,4642.721662475573
19042.7604151,-269.4254320182589,3835.6067166612324,-1973.1707205738508,4321.7903281909585
19042.7771589,201.4151287903489,4124.21454189762,-1090.7806325399413,4270.774640510742
19042.7943352,166.5380502119335,4160.835474404956,-418.52494294098466,4185.146340941838
19042.8062557,-336.56380828170853,4165.195109227258,171.7696119986958,4182.2996418934335
19042.8232176,-799.5570264101729,4222.742288881644,980.9178350179328,4408.292603247603
19042.8343747,-973.0704923377893,4185.249429409847,1892.081512879035,4695.013463326019
19042.8518966,-972.198565373329,4091.0813172481253,2635.8352135637433,4962.8362523775895
19042.8686453,-1028.0018910987935,3926.2871209651125,3255.7752852950766,5203.132820974057
19042.880387,-1152.6874470166285,3727.4877730681446,3794.6261493315947,5442.613440441398
19042.8981779,-1245.1117052494294,3516.4814476687316,4260.23514835344,5662.645004731762
19042.9099575,-1198.0276491685686,3286.2927290511902,4599.414737528529,5778.37399940344
19042.9268596,-1008.8194978806652,3017.7392239973915,4837.450798826215,5790.112005343331
19042.9437052,-789.0939028366482,2805.860971633518,5094.669253342028,5869.512737917756
19042.9549608,-581.5752852950766,2640.194848386045,5233.305640691229,5890.360479529322
19042.9726688,-435.96348223019237,2478.0164329964136,5124.314770133681,5708.697878102216
19042.9840657,-445.5546788392566,2290.5521356374306,4754.617737202478,5296.370255640098
19043.0014421,-436.83540919465275,1975.7865014672318,4242.796609064232,4700.625547732273
19043.0184474,-354.0023475709162,1606.0894685360288,3717.02464949462,4064.6172375733813
19043.0304227,-267.68157808933813,1368.0534072383437,3264.4945549396807,3549.6687523677
19043.0481184,-172.6415389631562,1122.1700032605152,2816.324095207043,3036.569120971403
19043.0600611,-41.85249429409847,825.7148353439844,2409.134202804043,2547.054029208264
19043.0771584,73.24186501467231,481.30368438213236,2036.8213889794588,2094.1964993750835
19043.0889024,154.3310727094881,232.80449951092274,1715.0803390935769,1737.6756269630794
19043.1055789,245.0114770133681,56.67525268992501,1395.955070101076,1418.4263343144187
19043.1235414,314.7656341701989,-153.4591457450277,1041.9527225301597,1099.2236305026258
19043.1353482,349.6427127486143,-408.9337463319205,649.5855885229867,843.4680031180936
19043.1527901,374.92859471796544,-628.6593413759374,231.06064558200197,767.5760812930451
19043.1642702,411.54952722530163,-812.6359308770786,-238.03606129768505,941.4942039067159
19043.1811324,448.17045973263777,-999.2283012716009,-714.9801108575155,1307.8648699161997
19043.1977449,570.2402347570917,-1192.7960873818063,-1142.2243234431041,1747.172812424182
19043.2086853,823.9709814150636,-1464.8373002934463,-1428.2163677861101,2205.55627626167
19043.2253689,1057.6474078904466,-1798.7853276817737,-1683.690968373003,2681.242617049309
19043.2419252,1231.1608738180632,-2125.757939354418,-1990.6092598630585,3161.8237046681384
19043.2584722,1432.5760026084122,-2427.444669057711,-2406.518421910662,3706.2234875384374
19043.2695549,1810.1203782197588,-2767.496185197261,-2797.1417019889145,4331.232228792781
19043.2860327,2234.748809911966,-3182.5334202804042,-3173.8141506358006,5019.533591617919
19043.3024615,2029.8459732637757,-3500.786762308445,-3859.148744701663,5591.852256995139
19043.3184671,1089.0367786110205,-3539.151548744702,-4745.898467557874,6019.563693036039
19043.3295494,416.7810890120639,-3463.293902836648,-5343.168438213238,6381.031271879309
19043.3457655,955.6319530485817,-3694.35454841865,-5379.789370720574,6595.727528667863
19043.3621936,1763.9082491033585,-4226.229996739485,-5247.256472122595,6964.631561025175
19043.3782655,1812.7361591131398,-4417.182001956309,-5298.700163025758,7132.582466302945
19043.3893033,925.9864362569286,-3851.3014020215196,-5014.451972611672,6390.203592607501
19043.4058867,110.73472448646886,-3240.08059993479,-4376.2014346266715,5446.239387844554
19043.4237986,83.70498858819694,-3381.332768177372,-3996.9132050864037,5236.003531631607
19043.4349235,437.70733615911314,-3990.809716335181,-3952.4449298989243,5633.823819397134
19043.4527289,281.6324095207043,-4164.323182262798,-4021.3271600912944,5795.858565295715
19043.4646471,-500.48607760026084,-3322.913661558526,-3247.056015650473,4672.859326452693
19043.4823211,-967.838930551027,-2068.2107597000327,-1388.1077274209326,2672.274500300231
19043.4992078,-474.32826866644933,-1786.5783501793283,617.3242908379524,1948.830107486074
19043.5107381,-316.50948809911966,-2054.2599282686665,1642.710401043365,2649.2752915926285
19043.5277609,-732.4186501467232,-1810.1203782197588,1967.9391587870884,2772.3198580641492
19043.5390483,-1058.5193348549071,-1471.8127160091294,2074.3142484512555,2754.9002621865898
19043.5561444,-1025.3861102054125,-1352.3587218780567,2263.522399739159,2829.1031161417145
19043.5733887,-1130.889272905119,-1182.3329638082816,2559.1056406912294,3037.407359097099
19043.5847077,-1352.3587218780567,-673.1276165634171,3022.0988588196938,3378.6175298928547
19043.6013126,-1299.1711770459733,-205.77476361265082,3599.3145092924683,3832.1343840489394
19043.6185445,-1039.3369416367786,61.906814476687316,4026.558721878057,4158.993733183761
19043.6298661,-866.6954026736224,209.26247147049233,4148.628496902511,4243.355995941552
19043.64691,-808.2762960547767,381.9040104336485,3943.7256602543202,4043.777111476065
19043.6590416,-825.7148353439844,535.3631561786763,3603.67414411477,3735.623915126101
19043.676301,-883.2620149983698,619.9400717313335,3392.667818715357,3560.1506158902957
19043.6939239,-1017.538767525269,703.6450603195304,3221.7701336811215,3451.130873874329
19043.7054267,-1129.1454189761982,854.488425171177,3113.651190088034,3420.518027943002
19043.7227097,-1030.6176719921748,1012.3072057385067,3012.5076622106294,3340.9790600197457
19043.7343947,-768.167655689599,1025.3861102054125,3005.5322464949463,3267.219353972243
19043.7519236,-404.57411150961855,965.2231496576459,2963.679752200848,3143.0452771069176
19043.7691186,-107.24701662862732,905.9321160743398,2810.22060645582,2954.581997247595
19043.7808943,18.31046625366808,852.7445712422563,2506.7900228236063,2647.9246204311676
19043.7991086,58.41910661884578,694.0538637104663,2114.422888816433,2226.186809434554
19043.8114185,52.31561786762308,466.48092598630586,1739.4942940984677,1801.7163420980114
19043.8282213,123.81362895337463,198.79934789696773,1401.1866318878383,1420.6248529502952
19043.8392569,158.69070753179003,-38.36478643625693,1075.9578741441148,1088.2738370593877
19043.8559668,203.15898271926966,-276.400847733942,672.2556895989567,754.717637985054
19043.8725895,235.4202804043039,-532.7473752852951,115.09435930877079,593.7079971195508
19043.8841411,209.26247147049233,-761.1922399739159,-444.6827518747962,906.0613433854177
19043.9010657,75.85764590805347,-1067.238604499511,-855.3603521356374,1369.81529900289
19043.9183727,-155.20299967394848,-1279.1168568633843,-1136.1208346918813,1717.8470408161584
19043.9303329,-245.8834039778285,-1368.9253342028042,-1346.2552331268341,1935.6700058882375
19043.947069,-5.231561786762309,-1451.7583958265407,-1580.8035865666775,2146.2921022996034
19043.9639403,395.8548418650147,-1647.0700358656668,-1926.9585914574502,2565.6792808272403
19043.9751731,645.2259537006847,-1906.0323443104012,-2322.813433322465,3073.229258436418
19043.9929566,559.7771111835671,-2058.6195630909683,-2743.9541571568307,3475.708465381428
19044.0043893,210.13439843495271,-1927.8305184219107,-2961.935898271927,3540.3038342261584
19044.0219252,3.487707857841539,-1516.2809911966092,-2893.0536680795567,3266.325111613792
19044.0395878,76.72957287251386,-809.1482230192371,-3050.8724486468864,3157.2822129295055
19044.0513459,92.42425823280078,-201.4151287903489,-3653.373981089012,3660.0890348888634
19044.0687425,-115.96628627323118,354.87427453537657,-4356.147114444082,4372.11637687728
19044.0803221,-481.30368438213236,1055.9035539615259,-4486.064232148679,4633.719655614927
19044.097398,-879.7743071405282,1959.2198891424846,-3919.3117052494295,4469.17773739435
19044.1146726,-1010.5633518095859,2488.4795565699383,-3096.2126507988264,4098.817094047237
19044.1266878,-864.0796217802413,2363.794000652103,-2263.522399739159,3384.920874173528
19044.1434571,-737.6502119334855,2319.3257254646232,-1368.9253342028042,2792.37465727466
19044.1551122,-774.2711444408217,2544.282882295403,-511.82112813824585,2708.289507690012
19044.1724553,-699.2854254972286,2607.0616237365502,334.81995435278776,2719.903457497251
19044.1888554,-629.5312683403978,2611.4212585588525,901.5724812520378,2833.4896411355253
19044.2004007,-672.2556895989567,2580.0318878382786,1218.0819693511576,2931.248187806504
19044.2178167,-748.9852624714705,2505.0461688946853,1480.5319856537333,3004.698020140657
19044.2293755,-845.7691555265732,2382.104466905771,1804.016889468536,3105.515109153438
19044.2460265,-939.0653407238344,2301.0152592109553,2180.6893381154223,3306.3455546328955
19044.2637403,-944.2969025105967,2193.768242582328,2625.3720899902187,3549.2103844592634
19044.2751498,-924.2425823280079,2083.033518095859,2961.0639713074665,3736.4626092969675
19044.291777,-896.3409194652755,2002.8162373655039,3159.8633192044344,3847.003524903043
19044.3089943,-859.7199869579393,1926.08666449299,3199.971959569612,3832.590356031345
19044.3205371,-736.7782849690251,1808.376524290838,3131.961656341702,3690.833471128543
19044.3377177,-561.5209651124878,1648.8138897945876,3024.7146397130746,3490.3856075131603
19044.349654,-418.52494294098466,1489.2512552983371,2880.846690577111,3269.909797514378
19044.3668178,-320.8691229214216,1323.585132050864,2676.815780893381,3003.3610040536764
19044.3836488,-158.69070753179003,1133.5050537985003,2518.9970003260514,2766.8325455826425
19044.3945267,59.29103358330617,927.7302901858494,2408.262275839583,2581.4581358650275
19044.4121218,277.2727746984024,709.7485490707531,2243.46807955657,2369.3400385943414
19044.4293657,428.1161395500489,450.7862406260189,2042.052950766221,2134.589402534831
19044.4403858,476.0721225953701,115.96628627323118,1847.6132376915552,1911.4830686034175
19044.4572199,400.2144766873166,-129.04519074013695,1654.9173785458104,1707.5057301269
19044.4690305,333.9480273883274,-170.89768503423542,1427.3444408216499,1475.818232876625
19044.4858954,428.9880665145093,-205.77476361265082,1136.9927616563418,1232.528520810214
19044.5039685,639.9943919139224,-358.3619823932181,816.9955656993806,1097.9516776609612
19044.5152895,830.9463971307466,-522.2842517117705,508.3334202804043,1105.2853118831656
19044.5325746,934.7057059015325,-676.6153244212586,177.87310074991848,1167.5281126623709
19044.5439851,953.0161721552006,-861.4638408868601,-254.60267362243235,1309.6496840608115
19044.5607185,987.0213237691555,-1024.514183240952,-776.0149983697424,1620.5059959567204
19044.5777179,1127.4015650472775,-1127.4015650472775,-1286.964199543528,2048.9864393521043
19044.5900642,1293.0676882947505,-1192.7960873818063,-1819.711574828823,2531.0347228260757
19044.6072713,1479.660058689273,-1348.8710140202152,-2348.9712422562766,3086.5049487553492
19044.6246592,1496.2266710140202,-1508.4336485164656,-2881.718617541572,3580.2749215271306
19044.6365488,1402.930485816759,-1736.8785132050864,-3211.307010107597,3911.195933577574
19044.6537053,1407.290120639061,-2130.11757417672,-3263.62262797522,4143.5611521126
19044.6653561,1415.1374633192045,-2550.3863710466253,-3356.9188131724814,4447.020193336345
19044.6829594,1030.6176719921748,-2638.450994457124,-3826.0155200521685,4760.461237701072
19044.6946134,414.1653081186828,-2592.238865340724,-4513.965895011412,5221.7931152773735
19044.7117682,-26.15780893381154,-2638.450994457124,-5070.255298337137,5715.732382769142
19044.7294951,118.58206716661233,-2790.1662862732314,-5057.176393870232,5777.034073850316
19044.741413,436.83540919465275,-2804.989044669058,-4510.478187153571,5329.465469653393
19044.7586474,504.84571242256277,-2740.466449298989,-3913.2082164982066,4803.9800268895715
19044.7702673,469.9686338441474,-2798.885555917835,-3452.8307792631235,4469.526961787971
19044.7875346,181.36080860776002,-2867.7677861102056,-3260.1349201173784,4345.74084769433
19044.8046138,-452.5300945549397,-2935.7780893381155,-3390.9239647864365,4507.986447548243
19044.8161476,-939.0653407238344,-2574.800326051516,-3172.9422236713403,4192.732138825493
19044.8333058,-830.9463971307466,-2021.9986305836323,-2243.46807955657,3132.4270783173706
19044.8446901,-175.25731985653735,-1804.016889468536,-988.7651776980763,2064.666714576311
19044.8619159,222.3413759373981,-1703.7452885555917,-166.5380502119335,1726.2440783091783
19044.8787165,227.57293772416043,-1532.8476035213564,245.0114770133681,1568.898289078627
19044.890232,179.61695467883925,-1394.2112161721552,419.39686990544504,1466.963155704609
19044.907345,173.51346592761658,-1276.5010759700033,506.58956635148354,1384.266920989942
19044.9240578,85.44884251711771,-1005.3317900228236,745.497554613629,1254.4959611943398
19044.9350082,-70.62608412129117,-496.1264427779589,1327.944766873166,1419.3543584488145
